id,en,zh,repair,reason
前往郑玄隐居处，听学《周礼》,"Go to Zheng Xuan's hermitage to study the ""Rites of Zhou"".",前往郑玄隐居处，听学《周礼》,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
拜访郑玄，借名望安定徐州人心,Visit Zheng Xuan to borrow his reputation to stabilize the hearts of the people in Xuzhou.,拜访郑玄，借名望安定徐州人心,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
探查城外羊尸，判断妖邪与否,Investigate the sheep carcass outside the city to determine if it is demonic or not.,探查城外羊尸，判断妖邪与否,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
召见陶商、陶应，解梦境预示,Summon Tao Shang and Tao Ying to interpret the dream's prophecy,召见陶商、陶应，解梦境预示,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
仕诡牌「诡秘乱局」，破解诡异之力,"Shi Gui Card ""Strange Game"", Unravel the Power of the Bizarre",仕诡牌「诡秘乱局」，破解诡异之力,"Shi Gui Card ""Strange Game"", Unravel the Power of the Bizarre",术语冲突/术语缺失；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
挑战仕诡牌对局，赢取诡异卡,Challenge the Shigui Card Duel to win eerie cards.,挑战仕诡牌对局，赢取诡异卡,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
寻访城内卡牌高手，体验仕诡牌对局,Seek out the card masters in the city and experience the battle of Shi Gui Cards.,寻访城内卡牌高手，体验仕诡牌对局,Seek out the card masters in the city and experience the battle of Shi Gui Cards.,术语缺失；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
存档读取完毕。,Save data loaded successfully.,存档读取完毕。,Save data loaded successfully.,标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
演示流程已结束，是否退出游戏？,The demo process has ended. Do you want to exit the game?,演示流程已结束，是否退出游戏？,The demo process has ended. Do you want to exit the game?,标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
确认退出,Confirm Exit,确认退出,Confirm Exit,标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
是否同意将法律条款{{policy_panel.selectLawPoint.context_tr}}放在下一次议程{{GameManager.resideValue4}},Do you agree to place the legal terms {{policy_panel.selectLawPoint.context_tr}} on the next agenda?{{GameManager.resideValue4}},是否同意将法律条款{{policy_panel.selectLawPoint.context_tr}}放在下一次议程{{GameManager.resideValue4}},【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
点右方道具栏旁「笔书」图标，可入存档司，记录霸业。点击上方头像，弹出选项菜单。设置与退出选项，谨慎选择，勿误大计！,"Click the ""Brush and Book"" icon next to the item bar on the right to enter the Archive Office and record your conquests. Tap the avatar at the top to open the options menu. Choose settings and exit options carefully—do not disrupt your grand plans!",点右方道具栏旁「笔书」图标，可入存档司，记录霸业。点击上方头像，弹出选项菜单。设置与退出选项，谨慎选择，勿误大计！,"Click the ""Brush and Book"" icon next to the item bar on the right to enter the Archive Office and record your conquests. Tap the avatar at the top to open the options menu. Choose settings and exit options carefully—do not disrupt your grand plans!",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
听说你派你族内的兄弟去照顾刘备、刘备治理小沛怎么样？,I heard you sent your clansmen to assist Liu Bei. How is Liu Bei governing Xiaopei?,听说你派你族内的兄弟去照顾刘备、刘备治理小沛怎么样？,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
选择将领进行出征，你可以自由调节士兵数量和资金数量，注意完成右侧行动和猜拳，可以降低伤亡和提高成功率！,Select a general to lead the expedition. You can freely adjust the number of soldiers and the amount of funds. Note that completing the actions and rock-paper-scissors on the right can reduce casualties and increase success rate!,选择将领进行出征，你可以自由调节士兵数量和资金数量，注意完成右侧行动和猜拳，可以降低伤亡和提高成功率！,Select a general to lead the expedition. You can freely adjust the number of soldiers and the amount of funds. Note that completing the actions and rock-paper-scissors on the right can reduce casualties and increase success rate!,句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
而外来派，多是随陶谦大人一同上任的丹阳人士。起初，本土势力并不看好他们，可他们在此经营多年，早已扎根立足，如今已成徐州一股不容小觑的庞大势力。,"The outsiders are mostly from Danyang, who came with Lord Tao Qian when he took office. Initially, the local factions did not think highly of them, but after years of operation, they have taken root and established themselves. Today, they have become a formidable force in Xuzhou that cannot be underestimated.",而外来派，多是随陶谦大人一同上任的丹阳人士。起初，本土势力并不看好他们，可他们在此经营多年，早已扎根立足，如今已成徐州一股不容小觑的庞大势力。,"The outsiders are mostly from Danyang, who came with Lord Tao Qian when he took office. Initially, the local factions did not think highly of them, but after years of operation, they have taken root and established themselves. Today, they have become a formidable force in Xuzhou that cannot be underestimated.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
打开存档目录,Open Save Directory,打开存档目录,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
之前，徐州遭乱，粮秣匮乏、民不聊生，传有内应劫掠资粮，此事当真与你家将军无关？徐州百姓饱受饥馑之苦时，昌将军身在何处?,"Previously, Xuzhou was in chaos with a shortage of grain and the people suffering greatly. It was said that there were internal collaborators plundering supplies and provisions. Is it true that this had nothing to do with your general? Where was General Chang when the people of Xuzhou were enduring the hardships of famine?",之前，徐州遭乱，粮秣匮乏、民不聊生，传有内应劫掠资粮，此事当真与你家将军无关？徐州百姓饱受饥馑之苦时，昌将军身在何处?,"Previously, Xuzhou was in chaos with a shortage of grain and the people suffering greatly. It was said that there were internal collaborators plundering supplies and provisions. Is it true that this had nothing to do with your general? Where was General Chang when the people of Xuzhou were enduring the hardships of famine?",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
报！昌豨信使求见！,Report! Chang Xi's messenger requests an audience!,报！昌豨信使求见！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
刘使君！臧霸苛扣我部粮草，三军将士早已饥肠辘辘，无力再战！若使君肯暂且息兵，我等愿即刻归降！,"Lord Liu! Zang Ba has withheld our army's provisions, and our troops are starving, too weak to continue fighting! If you would agree to a temporary ceasefire, we are willing to surrender immediately!",刘使君！臧霸苛扣我部粮草，三军将士早已饥肠辘辘，无力再战！若使君肯暂且息兵，我等愿即刻归降！,"Lord Liu! Zang Ba has withheld our army's provisions, and our troops are starving, too weak to continue fighting! If you would agree to a temporary ceasefire, we are willing to surrender immediately!",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
这……这全是臧霸的毒计！他城中私藏袁术使者，狼子野心，还望使君明察！我家将军，心中始终忠于使君啊！,"This... this is all Zang Ba's treacherous scheme! He secretly harbors Yuan Shu's envoy in the city, harboring sinister ambitions. I implore you, my lord, to investigate thoroughly! My general has always remained loyal to you in his heart!",这……这全是臧霸的毒计！他城中私藏袁术使者，狼子野心，还望使君明察！我家将军，心中始终忠于使君啊！,"This... this is all Zang Ba's treacherous scheme! He secretly harbors Yuan Shu's envoy in the city, harboring sinister ambitions. I implore you, my lord, to investigate thoroughly! My general has always remained loyal to you in his heart!",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
主公，臧霸前锋虽已逼近，却只带了三日粮草。依属下看，他是想借主公之手，铲除昌豨这个异己。,"My lord, although Zang Ba's vanguard is approaching, he only brought three days' worth of rations. In my humble opinion, he intends to use your hand to eliminate Chang Xi, the dissenter.",主公，臧霸前锋虽已逼近，却只带了三日粮草。依属下看，他是想借主公之手，铲除昌豨这个异己。,"My lord, although Zang Ba's vanguard is approaching, he only brought three days' worth of rations. In my humble opinion, he intends to use your hand to eliminate Chang Xi, the dissenter.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
甚好。奉先素有威名，且有温侯之爵，当领徐州北境防务。来人，取符节来！即日起泰山诸将边军，皆由温侯统辖。,"Excellent. Fengxian has long been renowned for his might and holds the title of Marquis of Wen. He shall take charge of the northern defenses of Xuzhou. Attendants, bring forth the tally! From this day forth, all border troops and generals of Mount Tai shall be under the command of the Marquis of Wen.",甚好。奉先素有威名，且有温侯之爵，当领徐州北境防务。来人，取符节来！即日起泰山诸将边军，皆由温侯统辖。,"Excellent. Fengxian has long been renowned for his might and holds the title of Marquis of Wen. He shall take charge of the northern defenses of Xuzhou. Attendants, bring forth the tally! From this day forth, all border troops and generals of Mount Tai shall be under the command of the Marquis of Wen.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
属下明白了，主公高瞻远瞩，远非我等所能及！,"I understand, my lord. Your foresight is far beyond what we can comprehend!",属下明白了，主公高瞻远瞩，远非我等所能及！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"备弟足下：
  久别重逢，感慨万千。当年你助陶谦对抗我军，而我也因吕布勾结兖州之事陷入困境。起初，我以为这是你逆借刀杀人的妙计，利用陶谦、吕布等人削弱我的势力。然而，你一向光明磊落，绝非此等人。幸而我已经解决了此事，往事已矣，我不再计较。
  犹记当年初遇于洛阳，共叙英雄之志，感怀至今。你曾助我招募军队，那份情谊我始终铭记于心。
  闻你正忙于清剿黄巾军，虽已取得进展，但仍有余孽未除。我愿派遣一支精锐步兵协助你彻底剿灭黄巾军，确保粮道畅通无阻。袁绍势力庞大，且与我有旧交，相信他会接纳你的诚意。望你一切顺利，若有需要，随时告知。
  无论如何，愿你一切安好，期待未来能再度携手，共创大业。

          
                                                                                                                                      曹操 顿首","To my worthy younger brother Liu Bei:
Our reunion after long separation stirs countless emotions.
In years past, you stood with Tao Qian against my forces, while I was trapped in crisis by Lü Bu's treachery in Yanzhou. At first, I suspected this was your cunning stratagem—using Tao Qian and Lü Bu to weaken me. Yet you have always been upright and honorable; such schemes are not your way. Fortunately, I have resolved the crisis. The past is past, and I hold no grudge.
I still recall our first meeting in Luoyang, where we spoke as heroes of our shared ambitions. That memory remains dear to me. I have never forgotten the kindness you showed in helping me recruit soldiers.
I hear you are busy suppressing the Yellow Turban rebels. Though you have made progress, remnants remain. I am willing to send a detachment of elite infantry to help you wipe them out completely and keep your supply routes secure. Yuan Shao is powerful, and we have an old friendship; I am certain he will receive your goodwill. May fortune favor you. If you have need, speak at any time.
In any case, may you fare well. I look forward to joining hands once more to build a great enterprise together.
Cao Cao
With sincere respect","备弟足下：
  久别重逢，感慨万千。当年你助陶谦对抗我军，而我也因吕布勾结兖州之事陷入困境。起初，我以为这是你逆借刀杀人的妙计，利用陶谦、吕布等人削弱我的势力。然而，你一向光明磊落，绝非此等人。幸而我已经解决了此事，往事已矣，我不再计较。
  犹记当年初遇于洛阳，共叙英雄之志，感怀至今。你曾助我招募军队，那份情谊我始终铭记于心。
  闻你正忙于清剿黄巾军，虽已取得进展，但仍有余孽未除。我愿派遣一支精锐步兵协助你彻底剿灭黄巾军，确保粮道畅通无阻。袁绍势力庞大，且与我有旧交，相信他会接纳你的诚意。望你一切顺利，若有需要，随时告知。
  无论如何，愿你一切安好，期待未来能再度携手，共创大业。

          
                                                                                                                                      曹操 顿首","To my worthy younger brother Liu Bei:
Our reunion after long separation stirs countless emotions.
In years past, you stood with Tao Qian against my forces, while I was trapped in crisis by Lü Bu's treachery in Yanzhou. At first, I suspected this was your cunning stratagem—using Tao Qian and Lü Bu to weaken me. Yet you have always been upright and honorable; such schemes are not your way. Fortunately, I have resolved the crisis. The past is past, and I hold no grudge.
I still recall our first meeting in Luoyang, where we spoke as heroes of our shared ambitions. That memory remains dear to me. I have never forgotten the kindness you showed in helping me recruit soldiers.
I hear you are busy suppressing the Yellow Turban rebels. Though you have made progress, remnants remain. I am willing to send a detachment of elite infantry to help you wipe them out completely and keep your supply routes secure. Yuan Shao is powerful, and we have an old friendship; I am certain he will receive your goodwill. May fortune favor you. If you have need, speak at any time.
In any case, may you fare well. I look forward to joining hands once more to build a great enterprise together.
Cao Cao
With sincere respect",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
欢迎将军开启征程！在三国战场，一场军事行动的胜负，离不开资源运筹与策略博弈。请跟随指引，掌握核心玩法：,"Welcome, General, to the beginning of your journey! On the battlefield of the Three Kingdoms, the outcome of any military campaign hinges on resource management and strategic maneuvering. Follow the guidance to master the core gameplay:",欢迎将军开启征程！在三国战场，一场军事行动的胜负，离不开资源运筹与策略博弈。请跟随指引，掌握核心玩法：,"Welcome, General, to the beginning of your journey! On the battlefield of the Three Kingdoms, the outcome of any military campaign hinges on resource management and strategic maneuvering. Follow the guidance to master the core gameplay:",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【第一步：选将布阵】先选一位你心仪的武将，拖动滑块为他分配钱、民力资源 —— 投入越多，胜率转盘占比越高，赢面越大！,"【Step 1: Select Generals and Deploy】First, choose a general you favor, then drag the slider to allocate Coins and population resources to them — the more you invest, the higher the win rate on the roulette wheel, and the greater your chance of victory!",【第一步：选将布阵】先选一位你心仪的武将，拖动滑块为他分配钱、民力资源 —— 投入越多，胜率转盘占比越高，赢面越大！,"【Step 1: Select Generals and Deploy】First, choose a general you favor, then drag the slider to allocate Coins and population resources to them — the more you invest, the higher the win rate on the roulette wheel, and the greater your chance of victory!",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【第三步：巧用克制关系】武将和敌人之间，有类似“石头剪刀布”的专属克制规则！只要触发克制效果，就能进一步降低伤亡，让我方损失降到最低。,"[Step 3: Make Good Use of Counter Relationships] There is a unique counter system between generals and enemies, similar to ""rock-paper-scissors""! Triggering the counter effect can further reduce casualties and minimize our losses.",【第三步：巧用克制关系】武将和敌人之间，有类似“石头剪刀布”的专属克制规则！只要触发克制效果，就能进一步降低伤亡，让我方损失降到最低。,"[Step 3: Make Good Use of Counter Relationships] There is a unique counter system between generals and enemies, similar to ""rock-paper-scissors""! Triggering the counter effect can further reduce casualties and minimize our losses.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
每旬每个将领最多派出一次，请用最小代价，尽可能完成军事行动吧，右上角可查看后续敌人预测，帮你更合理规划出征策略。,Each general can be dispatched at most once every 10 days. Use minimal resources to complete military operations as much as possible. You can check the enemy predictions in the upper right corner to help plan your expedition strategies more reasonably.,每旬每个将领最多派出一次，请用最小代价，尽可能完成军事行动吧，右上角可查看后续敌人预测，帮你更合理规划出征策略。,Each general can be dispatched at most once every 10 days. Use minimal resources to complete military operations as much as possible. You can check the enemy predictions in the upper right corner to help plan your expedition strategies more reasonably.,句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
胜率:%d%%,Win Rate: %d%%,胜率:%d%%,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
完成所有待办事项,Complete all pending tasks,完成所有待办事项,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
待办事项,To-Do List,待办事项,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
新旬已至，幕僚们将这旬的政务，都整理到我的待办事项里了。,"A new ten-day period has arrived, and my advisors have compiled the administrative affairs for this period into my to-do list.",新旬已至，幕僚们将这旬的政务，都整理到我的待办事项里了。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
还有事情没有忙完，我还不能那么早休息...,"There are still things to be done, I can't rest so early...",还有事情没有忙完，我还不能那么早休息...,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
大人本旬收入为{_coin}，招募的士兵为{_labor},"Your income for this period is {_coin}, and the soldiers recruited are {_labor}",大人本旬收入为{_coin}，招募的士兵为{_labor},【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
坚持十旬直到内应出现,Hold out for ten 10-day periods until the inside man appears.,坚持十旬直到内应出现,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
主公，我即刻着手处理此事。定当尽快肃清内患，揪出奸邪！,"My lord, I will immediately attend to this matter. I will swiftly eliminate the internal threats and expose the treacherous elements!",主公，我即刻着手处理此事。定当尽快肃清内患，揪出奸邪！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
当然，大人可自由颁布任何法令，但法令生效前，需下一旬前往议事厅，征询城中各派系大人物的意见。只有大多数同意，法令才能正式施行。,"Of course, my lord, you are free to issue any decree. However, before it takes effect, you must visit the council hall in the next ten-day period to consult with the influential figures of the various factions in the city. The decree can only be formally implemented with the majority's approval.",当然，大人可自由颁布任何法令，但法令生效前，需下一旬前往议事厅，征询城中各派系大人物的意见。只有大多数同意，法令才能正式施行。,"Of course, my lord, you are free to issue any decree. However, before it takes effect, you must visit the council hall in the next ten-day period to consult with the influential figures of the various factions in the city. The decree can only be formally implemented with the majority's approval.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
请切换选项，安排下一旬将要审议的法令。,Please switch options to arrange the decrees to be deliberated in the next ten-day period.,请切换选项，安排下一旬将要审议的法令。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
本旬已与该派系面谈完毕，请下一旬再来！,This faction has already been interviewed this 10-day period. Please come back next 10-day period!,本旬已与该派系面谈完毕，请下一旬再来！,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
士族派好感上升10，豪族派好感下降5，徐州百姓的民心上升5，每旬获取金额+30，每旬获得民力+10， 内奸暴露进度 +2。,"Nobility faction Favor increases by 10, local magnate faction Favor decreases by 5, Xuzhou populace support increases by 5, income every 10 days +30, Labor every 10 days +10, spy exposure progress +2.",士族派好感上升10，豪族派好感下降5，徐州百姓的民心上升5，每旬获取金额+30，每旬获得民力+10， 内奸暴露进度 +2。,"Nobility faction Favor increases by 10, local magnate faction Favor decreases by 5, Xuzhou populace support increases by 5, income every 10 days +30, Labor every 10 days +10, spy exposure progress +2.",术语冲突/术语缺失/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
丹阳派好感度提升10，徐州士族好感度下降20，徐州百姓的民心下跌20，每旬获取金额+30,"Danyang Faction Favor increased by 10, Xuzhou Literati Favor decreased by 20, Xuzhou Public Support decreased by 20, income every 10 days increased by 30.",丹阳派好感度提升10，徐州士族好感度下降20，徐州百姓的民心下跌20，每旬获取金额+30,"Danyang Faction Favor increased by 10, Xuzhou Literati Favor decreased by 20, Xuzhou Public Support decreased by 20, income every 10 days increased by 30.",术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
士族派好感上升5，豪族派好感上升5，每旬获取金额+10，每旬获得民力+5，获得益气丸x1,"Aristocratic Faction Favor increased by 5, Great Clan Faction Favor increased by 5, income every 10 days +10, Labor every 10 days +5, obtained Qi Pill x1",士族派好感上升5，豪族派好感上升5，每旬获取金额+10，每旬获得民力+5，获得益气丸x1,"Aristocratic Faction Favor increased by 5, Great Clan Faction Favor increased by 5, income every 10 days +10, Labor every 10 days +5, obtained Qi Pill x1",术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
士族派好感下降5，豪族派好感下降5，丹阳派好感下降5，每旬获取金额-5，每旬获得民力-5，钱+300，民力+150,"Nobility Faction Favor -5, Great Clan Faction Favor -5, Danyang Faction Favor -5, Income every 10 days -5, Labor every 10 days -5, Money +300, Labor +150",士族派好感下降5，豪族派好感下降5，丹阳派好感下降5，每旬获取金额-5，每旬获得民力-5，钱+300，民力+150,"Nobility Faction Favor -5, Great Clan Faction Favor -5, Danyang Faction Favor -5, Income every 10 days -5, Labor every 10 days -5, Money +300, Labor +150",术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
张阎发狂刺杀陶氏未遂，已被押下。刘备下令内部调查，下一旬返回府邸，可获知调查情况。,"Zhang Yan went mad and attempted to assassinate Tao Qian but failed, and has been taken into custody. Liu Bei ordered an internal investigation. Return to the manor next 10-day period to learn the findings.",张阎发狂刺杀陶氏未遂，已被押下。刘备下令内部调查，下一旬返回府邸，可获知调查情况。,"Zhang Yan went mad and attempted to assassinate Tao Qian but failed, and has been taken into custody. Liu Bei ordered an internal investigation. Return to the manor next 10-day period to learn the findings.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
二位休惊，备必彻查此事，究其根由，定不使尔等无故受难。备将命令徐州内部调查此事，请稍待时日再来此厅，必当告知详情。,"Fear not, both of you. I, Liu Bei, will thoroughly investigate this matter, trace its origins, and ensure that you do not suffer unjustly. I will order an internal investigation within Xuzhou. Please return to this hall in a few days, and I will surely inform you of the details.",二位休惊，备必彻查此事，究其根由，定不使尔等无故受难。备将命令徐州内部调查此事，请稍待时日再来此厅，必当告知详情。,"Fear not, both of you. I, Liu Bei, will thoroughly investigate this matter, trace its origins, and ensure that you do not suffer unjustly. I will order an internal investigation within Xuzhou. Please return to this hall in a few days, and I will surely inform you of the details.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
刘备收下药囊，决定拜访丹阳派领袖曹豹。下一旬前往校场，可获知曹豹对张阎事件的见解。若未前往，徐州派将封存此事，支线进度受限。,"Liu Bei accepted the medicine pouch and decided to visit Cao Bao, the leader of the Danyang faction. In the next ten-day period, if you go to the Drill Ground, you can learn Cao Bao's perspective on the Zhang Yan incident. If you do not go, the Xuzhou faction will seal the matter, limiting the progress of the side quest.",刘备收下药囊，决定拜访丹阳派领袖曹豹。下一旬前往校场，可获知曹豹对张阎事件的见解。若未前往，徐州派将封存此事，支线进度受限。,"Liu Bei accepted the medicine pouch and decided to visit Cao Bao, the leader of the Danyang faction. In the next ten-day period, if you go to the Drill Ground, you can learn Cao Bao's perspective on the Zhang Yan incident. If you do not go, the Xuzhou faction will seal the matter, limiting the progress of the side quest.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
我必须有{{GameManager.LAW_COST_POINT}}点政策点数才能立法,I must have {{GameManager.LAW_COST_POINT}} Decree Points to enact legislation,我必须有{{GameManager.LAW_COST_POINT}}点政策点数才能立法,I must have {{GameManager.LAW_COST_POINT}} Decree Points to enact legislation,术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
根据{{getFactionByIndex().getTr()}}的要求，你需要在7旬内在法律法规中通过[{{lawName}}]法案。通过后，你将提升{{getFactionByIndex().getTr()}}的好感度，并减少该派系的摇摆人数。,"According to the request of {{getFactionByIndex().getTr()}}, you must pass the [{{lawName}}] bill in the legal system within seven 10-day periods. Upon passage, you will increase Favor with {{getFactionByIndex().getTr()}} and reduce the number of swing voters in that faction.",根据{{getFactionByIndex().getTr()}}的要求，你需要在7旬内在法律法规中通过[{{lawName}}]法案。通过后，你将提升{{getFactionByIndex().getTr()}}的好感度，并减少该派系的摇摆人数。,"According to the request of {{getFactionByIndex().getTr()}}, you must pass the [{{lawName}}] bill in the legal system within seven 10-day periods. Upon passage, you will increase Favor with {{getFactionByIndex().getTr()}} and reduce the number of swing voters in that faction.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
您已成功将政策‘{{lawName}}’纳入任务清单，以争取支持。请在七旬内完成法律的立项，并在议事厅获得通过。,You have successfully added the policy '{{lawName}}' to the task list to gain support. Please complete the legislative proposal within seven 10-day periods and secure its passage in the Council Hall.,您已成功将政策‘{{lawName}}’纳入任务清单，以争取支持。请在七旬内完成法律的立项，并在议事厅获得通过。,You have successfully added the policy '{{lawName}}' to the task list to gain support. Please complete the legislative proposal within seven 10-day periods and secure its passage in the Council Hall.,句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
大哥也该回去休息了..还有政务等着你处理呢,"Brother, you should go back and rest now... there are still government affairs waiting for you to handle.",大哥也该回去休息了..还有政务等着你处理呢,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
返回自宅，休息结束这一旬,Return to your residence and rest to end the ten-day period.,返回自宅，休息结束这一旬,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
吾弟的粮草辎重该到了，且看军需如何,My brother's provisions and supplies should be arriving soon. Let us see how the military supplies fare.,吾弟的粮草辎重该到了，且看军需如何,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
估计出现什么状况...罢了，且待下一旬,"I wonder what's going on... Never mind, let's wait until the next ten-day period.",估计出现什么状况...罢了，且待下一旬,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
必须将三场军事行动进行完毕才能休息进入下一旬。,All three military operations must be completed before resting and advancing to the next ten-day period.,必须将三场军事行动进行完毕才能休息进入下一旬。,【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
残破军帐内，刘备与三位同乡老兵围坐在将熄的火堆旁，因为吕布的背叛，军粮短缺数月，军中出现哗变，大小吏士，此时他们四人也快饿死了..,"Inside the tattered military tent, Liu Bei and three fellow veteran soldiers sat around the dying embers of a fire. Due to Lü Bu's betrayal, military provisions had been scarce for months, leading to mutiny among the troops. Officers and soldiers alike were starving—now, even these four were on the brink of death.",残破军帐内，刘备与三位同乡老兵围坐在将熄的火堆旁，因为吕布的背叛，军粮短缺数月，军中出现哗变，大小吏士，此时他们四人也快饿死了..,"Inside the tattered military tent, Liu Bei and three fellow veteran soldiers sat around the dying embers of a fire. Due to Lü Bu's betrayal, military provisions had been scarce for months, leading to mutiny among the troops. Officers and soldiers alike were starving—now, even these four were on the brink of death.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
清晨，军帐内寒气刺骨。刘备端坐案前，而无名守在帐门，一夜未眠，眼底布满红血丝，却依旧保持着警戒姿态。,"In the early morning, the military tent was pierced by a biting chill. Liu Bei sat upright before the desk, while Wuming stood guard at the tent entrance. Having stayed awake all night, his eyes were bloodshot, yet he remained vigilant.",清晨，军帐内寒气刺骨。刘备端坐案前，而无名守在帐门，一夜未眠，眼底布满红血丝，却依旧保持着警戒姿态。,"In the early morning, the military tent was pierced by a biting chill. Liu Bei sat upright before the desk, while Wuming stood guard at the tent entrance. Having stayed awake all night, his eyes were bloodshot, yet he remained vigilant.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
