id,zh,ru,repair,reson
血帕上的字迹,血帕上的字迹,Надпись на кровавом платке,,
每完成一项差事均会消耗体力值，请合理规划行程,每完成一项差事均会消耗体力值，请合理规划行程,"За каждое выполненное поручение расходуется очко энергии, планируйте свои действия разумно.",,
曹豹，备今日亲来校场，为张阎刺杀陶氏一事。张阎发狂，持毒囊血信，口称‘陶谦屠我血亲’，备心存疑虑。你忠于陶公旧志，可知内情？,曹豹，备今日亲来校场，为张阎刺杀陶氏一事。张阎发狂，持毒囊血信，口称‘陶谦屠我血亲’，备心存疑虑。你忠于陶公旧志，可知内情？,"Цао Бао, сегодня я лично прибыл на плац, чтобы разобраться в деле убийства Тао Ши Чжан Янем. Чжан Янь обезумел, держа в руках ядовитый мешочек и кровавое письмо, крича: «Тао Цянь убил моих кровных родственников». У меня есть сомнения. Вы, верный заветам покойного господина Тао, знаете ли истинное положение дел?",,
主公，张阎乃我丹阳派部下，素日忠勇不二，怎会无故发狂？我闻此事，甚是不解。徐州派一口咬定其自演，可张阎何来此等诡术？袋有艾叶味，似毒物惑神，我疑他中毒失心，非出本意！,主公，张阎乃我丹阳派部下，素日忠勇不二，怎会无故发狂？我闻此事，甚是不解。徐州派一口咬定其自演，可张阎何来此等诡术？袋有艾叶味，似毒物惑神，我疑他中毒失心，非出本意！,"Господин, Чжан Янь — наш подчиненный из Даньяна, всегда был верным и храбрым, как мог он внезапно обезуметь без причины« Я слышал об этом и совершенно не понимаю. Фракция Сюйчжоу настаивает, что он сам это устроил, но откуда у Чжан Яня такие коварные способности» Мешок пахнет полынью, похоже, это яд, одурманивающий разум. Я подозреваю, что он отравился и потерял рассудок, а не действовал по своей воле!",,
备亦觉蹊跷。若张阎中毒，毒从何来？,备亦觉蹊跷。若张阎中毒，毒从何来？,"Бэй тоже почувствовал неладное. Если Чжан Янь отравился, откуда взялся яд?",,
主公，我不知毒从何来，线索寥寥，难下定论。然陶氏兄弟险遭刺杀，徐州派袖手旁观，恐有人暗藏祸心，欲除陶氏而后快！咱丹阳派乃陶公旧部，护主之心不改，怎能容陶公血脉受此威胁？,主公，我不知毒从何来，线索寥寥，难下定论。然陶氏兄弟险遭刺杀，徐州派袖手旁观，恐有人暗藏祸心，欲除陶氏而后快！咱丹阳派乃陶公旧部，护主之心不改，怎能容陶公血脉受此威胁？,"Господин, я не знаю, откуда взялся яд, улик мало, трудно сделать вывод. Однако братья Тао едва избежали покушения, а фракция Сюйчжоу осталась в стороне. Боюсь, что кто-то скрывает злой умысел и хочет избавиться от рода Тао! Мы, фракция Даньян, — старые подчиненные господина Тао, и наша преданность защите хозяина неизменна. Как мы можем допустить, чтобы его потомство оказалось под такой угрозой?",,
陶商、陶应年少无辜，备曾允等他们长大归还徐州，若任其殞地，负陶公之托，亦背仁义。,陶商、陶应年少无辜，备曾允等他们长大归还徐州，若任其殞地，负陶公之托，亦背仁义。,"Тао Шан и Тао Ин молоды и невиновны. Я обещал вернуть Сюйчжоу, когда они вырастут. Если позволить им погибнуть, это будет предательством доверия Тао Гуна и нарушением принципов гуманности и справедливости.",,
主公明鉴！陶氏若留在厅堂，恐成靶子，性命难保。最好交由我来保护，咱丹阳派自有手段，纵不能交我明护，也当为二子另觅安身之所！,主公明鉴！陶氏若留在厅堂，恐成靶子，性命难保。最好交由我来保护，咱丹阳派自有手段，纵不能交我明护，也当为二子另觅安身之所！,"Ваше превосходительство, будьте бдительны! Если госпожа Тао останется в зале, она может стать мишенью, и её жизнь окажется под угрозой. Лучше всего доверить её защиту мне. У нашей Даньянской школы есть свои методы. Если вы не можете доверить её открытой охране, то следует найти другое безопасное место для двух детей!",,
(曹豹之言有几分道理，然其傲慢异常，言语间自恃陶公旧部，颇有倚仗。若同时把持陶氏血脉与丹阳派军权，恐成大患，徐州未稳，交其掌控，或生肘腋之变。毒囊之谜未明，有人欲害陶氏，密室藏身，或是当下之计。),(曹豹之言有几分道理，然其傲慢异常，言语间自恃陶公旧部，颇有倚仗。若同时把持陶氏血脉与丹阳派军权，恐成大患，徐州未稳，交其掌控，或生肘腋之变。毒囊之谜未明，有人欲害陶氏，密室藏身，或是当下之计。),"(Слова Цао Бао не лишены смысла, но его высокомерие чрезмерно. В речах он кичится тем, что был старым подчинённым господина Тао, явно полагаясь на это. Если одновременно держать в руках как кровную линию рода Тао, так и военную власть даньянской фракции, это может стать серьёзной угрозой. Сюйчжоу ещё не стабилен, передача ему контроля, возможно, породит внутренние перемены. Загадка ядовитого мешочка не раскрыта, кто-то хочет навредить роду Тао. Укрыться в потайной комнате, возможно, сейчас — лучший план.)",,
备知晓了。陶氏兄弟，备暂不交于你，我会寻求一安身之所。你暗查张阎中毒之因，若有异动，速报于我。,备知晓了。陶氏兄弟，备暂不交于你，我会寻求一安身之所。你暗查张阎中毒之因，若有异动，速报于我。,"Лю Бэй понял. Братья Тао, я пока не передам его вам, я найду себе пристанище. Вы тайно расследуйте причину отравления Чжан Яня, если заметите что-то подозрительное, немедленно сообщите мне.",,
曹豹领命！丹阳派愿助主公护陶氏血脉，查明真相。主公既有安排，咱自当遵从。,曹豹领命！丹阳派愿助主公护陶氏血脉，查明真相。主公既有安排，咱自当遵从。,"Цао Бао принимает приказ! Даньянская школа готова помочь господину защитить род Тао и выяснить правду. Если у господина уже есть план, мы, конечно, подчинимся.",,
曹豹疑有人暗害陶氏，建议保护起来。刘备虑及风险，将陶商、陶应藏于密室，任务完成。待后续事件触发。,曹豹疑有人暗害陶氏，建议保护起来。刘备虑及风险，将陶商、陶应藏于密室，任务完成。待后续事件触发。,"Цао Бао подозревает, что кто-то тайно вредит клану Тао, и предлагает обеспечить защиту. Лю Бэй, учитывая риски, прячет Тао Шана и Тао Ина в потайной комнате, задание выполнено. Ожидание активации последующих событий.",,
主公无需忧虑，此前曹操曾屠戮徐州，不过是他为报私仇所为，袁绍素来宽仁，如今正好缓和旧怨，借袁绍之势约束曹操，为徐州求得一份和平，士族们深谙此理，绝不会有异议。,主公无需忧虑，此前曹操曾屠戮徐州，不过是他为报私仇所为，袁绍素来宽仁，如今正好缓和旧怨，借袁绍之势约束曹操，为徐州求得一份和平，士族们深谙此理，绝不会有异议。,"Господин, не беспокойтесь. Ранее Цао Цао учинил резню в Сюйчжоу, но это было лишь его личной местью. Юань Шао всегда отличался великодушием и милосердием, и сейчас самое время смягчить старые обиды. Используя влияние Юань Шао, можно сдержать Цао Цао и добиться мира для Сюйчжоу. Местные аристократы хорошо понимают эту логику и ни в коем случае не станут возражать.",,
好，我能接受这样的说法，但最后一个问题，陈登，徐州士族会否有异议？毕竟，曹操曾屠戮徐州..,好，我能接受这样的说法，但最后一个问题，陈登，徐州士族会否有异议？毕竟，曹操曾屠戮徐州..,"Хорошо, я могу принять такое объяснение, но последний вопрос, Чэнь Дэн: будут ли возражения у знатных родов Сюйчжоу? Ведь Цао Цао когда-то учинил резню в Сюйчжоу...",,
持陈登密信赴乱葬岗，追查陶谦失尸之谜,持陈登密信赴乱葬岗，追查陶谦失尸之谜,"С тайным письмом Чэнь Дэна отправляйтесь на заброшенное кладбище, чтобы расследовать тайну исчезновения тела Тао Цяня.",,
寻访商人，揭示仕诡牌真相,寻访商人，揭示仕诡牌真相,"Посетите торговца, чтобы раскрыть правду о картах чиновника.",,
夜探黄帝遗迹，揭穿盗宝阴谋,夜探黄帝遗迹，揭穿盗宝阴谋,"Ночное исследование руин Хуан-ди, раскрытие заговора о краже сокровищ",,
携药囊见曹豹，调查张阎毒杀之,携药囊见曹豹，调查张阎毒杀之,"Взять с собой аптечку и отправиться к Цао Бао, расследовать отравление Чжан Яня.",,
持铜钥入糜家秘宅，探寻糜贞疯癫缘由,持铜钥入糜家秘宅，探寻糜贞疯癫缘由,"Взяв медный ключ, войдите в тайный дом Ми, чтобы выяснить причину безумия Ми Чжэнь",,
回府邸彻查张阎刺陶一案,回府邸彻查张阎刺陶一案,Вернуться в резиденцию для тщательного расследования дела об убийстве Тао Чжана Янем,,
前往郑玄隐居处，听学《周礼》,前往郑玄隐居处，听学《周礼》,"Отправляйтесь в уединённое место Чжэн Сюаня, чтобы послушать лекции о «Чжоуских ритуалах».",,
拜访郑玄，借名望安定徐州人心,拜访郑玄，借名望安定徐州人心,"Посетить Чжэн Сюаня, чтобы успокоить жителей Сюйчжоу с помощью его репутации",,
探查城外羊尸，判断妖邪与否,探查城外羊尸，判断妖邪与否,"Осмотреть трупы овец за городом, определить наличие зла",,
召见陶商、陶应，解梦境预示,召见陶商、陶应，解梦境预示,"Вызвать Тао Шана и Тао Ина, разгадать предсказание во сне",,
仕诡牌「诡秘乱局」，破解诡异之力,仕诡牌「诡秘乱局」，破解诡异之力,Карта «Таинственный хаос» — разгадайте силу загадочности,,
挑战仕诡牌对局，赢取诡异卡,挑战仕诡牌对局，赢取诡异卡,"Сразитесь в карточной игре ""Шигуй"" и получите загадочные карты",,
寻访城内卡牌高手，体验仕诡牌对局,寻访城内卡牌高手，体验仕诡牌对局,"Найдите в городе мастера карточных игр и испытайте себя в поединке на картах ""Шигуй"".",,
存档读取完毕。,存档读取完毕。,Данные сохранения загружены. ,,
演示流程已结束，是否退出游戏？,演示流程已结束，是否退出游戏？,Демонстрация завершена. Выйти из игры? ,,
确认退出,确认退出,Подтвердить выход ,,
是否同意将法律条款{{policy_panel.selectLawPoint.context_tr}}放在下一次议程{{GameManager.resideValue4}},是否同意将法律条款{{policy_panel.selectLawPoint.context_tr}}放在下一次议程{{GameManager.resideValue4}},Согласны ли вы поместить юридические положения {{policy_panel.selectLawPoint.context_tr}} в повестку следующего заседания{{GameManager.resideValue4}},,
点右方道具栏旁「笔书」图标，可入存档司，记录霸业。点击上方头像，弹出选项菜单。设置与退出选项，谨慎选择，勿误大计！,点右方道具栏旁「笔书」图标，可入存档司，记录霸业。点击上方头像，弹出选项菜单。设置与退出选项，谨慎选择，勿误大计！,"Нажмите на значок «Книга и перо» рядом с панелью предметов справа, чтобы войти в архивное управление и записать свои завоевания. Нажмите на аватар вверху, чтобы открыть меню опций. Будьте осторожны при выборе настроек и выхода, чтобы не нарушить великие планы!",,
听说你派你族内的兄弟去照顾刘备、刘备治理小沛怎么样？,听说你派你族内的兄弟去照顾刘备、刘备治理小沛怎么样？,"Слышал, что ты отправил своего брата присматривать за Лю Бэем. Как Лю Бэй управляет Сяопэем?",,
选择将领进行出征，你可以自由调节士兵数量和资金数量，注意完成右侧行动和猜拳，可以降低伤亡和提高成功率！,选择将领进行出征，你可以自由调节士兵数量和资金数量，注意完成右侧行动和猜拳，可以降低伤亡和提高成功率！,Выберите генерала для похода. Вы можете свободно регулировать количество солдат и средств. Обратите внимание: выполнение действий и игры в камень-ножницы-бумагу справа поможет снизить потери и повысить шанс успеха!,,
而外来派，多是随陶谦大人一同上任的丹阳人士。起初，本土势力并不看好他们，可他们在此经营多年，早已扎根立足，如今已成徐州一股不容小觑的庞大势力。,而外来派，多是随陶谦大人一同上任的丹阳人士。起初，本土势力并不看好他们，可他们在此经营多年，早已扎根立足，如今已成徐州一股不容小觑的庞大势力。,"А вот пришлые — это в основном даньянцы, прибывшие вместе с господином Тао Цянем. Изначально местные силы не возлагали на них больших надежд, но они, управляя делами здесь много лет, уже глубоко укоренились и стали значительной силой в Сюйчжоу, с которой нельзя не считаться.",,
打开存档目录,打开存档目录,Открыть каталог сохранений,,
之前，徐州遭乱，粮秣匮乏、民不聊生，传有内应劫掠资粮，此事当真与你家将军无关？徐州百姓饱受饥馑之苦时，昌将军身在何处?,之前，徐州遭乱，粮秣匮乏、民不聊生，传有内应劫掠资粮，此事当真与你家将军无关？徐州百姓饱受饥馑之苦时，昌将军身在何处?,"Ранее в Сюйчжоу произошли беспорядки, запасы продовольствия истощились, народ страдал. Ходят слухи, что внутренние сообщники грабили ресурсы и зерно. Неужели это действительно не имеет отношения к вашему генералу« Где находился генерал Чан, когда жители Сюйчжоу страдали от голода»",,
报！昌豨信使求见！,报！昌豨信使求见！,Докладываю! Посланник Чан Си просит аудиенции!,,
刘使君！臧霸苛扣我部粮草，三军将士早已饥肠辘辘，无力再战！若使君肯暂且息兵，我等愿即刻归降！,刘使君！臧霸苛扣我部粮草，三军将士早已饥肠辘辘，无力再战！若使君肯暂且息兵，我等愿即刻归降！,"Господин Лю! Цзан Ба урезал наши продовольственные запасы, и все воины уже давно голодают, не имея сил продолжать сражение! Если вы, господин, согласитесь временно прекратить наступление, мы готовы немедленно сдаться!",,
这……这全是臧霸的毒计！他城中私藏袁术使者，狼子野心，还望使君明察！我家将军，心中始终忠于使君啊！,这……这全是臧霸的毒计！他城中私藏袁术使者，狼子野心，还望使君明察！我家将军，心中始终忠于使君啊！,"Это... это все коварные козни Цзан Ба! В городе он тайно укрывает посланника Юань Шу, у него волчьи замыслы, прошу господина расследовать! Наш генерал всегда был верен господину в сердце!",,
主公，臧霸前锋虽已逼近，却只带了三日粮草。依属下看，他是想借主公之手，铲除昌豨这个异己。,主公，臧霸前锋虽已逼近，却只带了三日粮草。依属下看，他是想借主公之手，铲除昌豨这个异己。,"Господин, авангард Цзан Ба хоть и приближается, но взял с собой провиант всего на три дня. По моему мнению, он хочет использовать вашу руку, чтобы устранить Чан Си как чужака.",,
甚好。奉先素有威名，且有温侯之爵，当领徐州北境防务。来人，取符节来！即日起泰山诸将边军，皆由温侯统辖。,甚好。奉先素有威名，且有温侯之爵，当领徐州北境防务。来人，取符节来！即日起泰山诸将边军，皆由温侯统辖。,"Отлично. Люй Бу славится своей грозной репутацией и носит титул Вэньхоу, ему надлежит возглавить оборону северных границ Сюйчжоу. Принесите символы власти! С сегодняшнего дня все пограничные войска и генералы гор Тайшань переходят под командование Вэньхоу.",,
属下明白了，主公高瞻远瞩，远非我等所能及！,属下明白了，主公高瞻远瞩，远非我等所能及！,"Подчинённый понял, господин обладает дальновидностью, нам до него далеко!",,
"备弟足下：
  久别重逢，感慨万千。当年你助陶谦对抗我军，而我也因吕布勾结兖州之事陷入困境。起初，我以为这是你逆借刀杀人的妙计，利用陶谦、吕布等人削弱我的势力。然而，你一向光明磊落，绝非此等人。幸而我已经解决了此事，往事已矣，我不再计较。
  犹记当年初遇于洛阳，共叙英雄之志，感怀至今。你曾助我招募军队，那份情谊我始终铭记于心。
  闻你正忙于清剿黄巾军，虽已取得进展，但仍有余孽未除。我愿派遣一支精锐步兵协助你彻底剿灭黄巾军，确保粮道畅通无阻。袁绍势力庞大，且与我有旧交，相信他会接纳你的诚意。望你一切顺利，若有需要，随时告知。
  无论如何，愿你一切安好，期待未来能再度携手，共创大业。

          
                                                                                                                                      曹操 顿首","备弟足下：
  久别重逢，感慨万千。当年你助陶谦对抗我军，而我也因吕布勾结兖州之事陷入困境。起初，我以为这是你逆借刀杀人的妙计，利用陶谦、吕布等人削弱我的势力。然而，你一向光明磊落，绝非此等人。幸而我已经解决了此事，往事已矣，我不再计较。
  犹记当年初遇于洛阳，共叙英雄之志，感怀至今。你曾助我招募军队，那份情谊我始终铭记于心。
  闻你正忙于清剿黄巾军，虽已取得进展，但仍有余孽未除。我愿派遣一支精锐步兵协助你彻底剿灭黄巾军，确保粮道畅通无阻。袁绍势力庞大，且与我有旧交，相信他会接纳你的诚意。望你一切顺利，若有需要，随时告知。
  无论如何，愿你一切安好，期待未来能再度携手，共创大业。

          
                                                                                                                                      曹操 顿首","Младшему брать Лю Бэю!
После долгой разлуки встреча пробуждает во мне множество чувств.
В прошлом ты помогал Тао Цянь в борьбе против моих войск, а я оказался в беде из-за предательства Лю Бу в Янчжоу. Сначала я подумал, что это был твой хитрый план — использовать Тао Цяня и Лю Бу, чтобы ослабить меня. Но ты всегда был честным и прямым; такие уловки не в твоём характере. К счастью, я разрешил эту ситуацию. Прошлое прошло, и я не держу зла.
Я всё ещё помню нашу первую встречу в Лояне, где мы говорили о героических устремлениях. То воспоминание дорого мне. Я никогда не забуду твою помощь в наборе войск.
Я слышал, что ты занят подавлением Жёлтого Тюрбана. Хотя ты добился успехов, остатки повстанцев ещё не уничтожены. Я готов отправить отряд элитной пехоты, чтобы помочь тебе окончательно разгромить Жёлтый Тюрбан и защитить пути снабжения. Юань Шао силён, и мы старыми друзьями; я уверен, он примет твою искренность. Желаю тебе удачи во всём. Если понадобится помощь — говори смело.
В любом случае желаю тебе благополучия. Надеюсь на будущую совместную работу ради великого дела.
Цао Цао
С почтением",,
欢迎将军开启征程！在三国战场，一场军事行动的胜负，离不开资源运筹与策略博弈。请跟随指引，掌握核心玩法：,欢迎将军开启征程！在三国战场，一场军事行动的胜负，离不开资源运筹与策略博弈。请跟随指引，掌握核心玩法：,"Добро пожаловать, генерал, в начало вашего пути! На поле битвы Троецарствия исход военной операции зависит от управления ресурсами и стратегических решений. Следуйте указаниям, чтобы освоить ключевые механики игры:",,
【第一步：选将布阵】先选一位你心仪的武将，拖动滑块为他分配钱、民力资源 —— 投入越多，胜率转盘占比越高，赢面越大！,【第一步：选将布阵】先选一位你心仪的武将，拖动滑块为他分配钱、民力资源 —— 投入越多，胜率转盘占比越高，赢面越大！,"【Шаг 1: Выбор генерала и построение войск】Сначала выберите понравившегося генерала, перетащите ползунок, чтобы распределить деньги и население — чем больше вложите, тем выше доля на колесе удачи и шансы на победу!",,
【第三步：巧用克制关系】武将和敌人之间，有类似“石头剪刀布”的专属克制规则！只要触发克制效果，就能进一步降低伤亡，让我方损失降到最低。,【第三步：巧用克制关系】武将和敌人之间，有类似“石头剪刀布”的专属克制规则！只要触发克制效果，就能进一步降低伤亡，让我方损失降到最低。,"【Шаг 3: Умелое использование системы противодействия】 Между генералами и врагами существует уникальная система противодействия, похожая на «камень-ножницы-бумага»! Как только эффект противодействия активируется, вы сможете ещё больше снизить потери и свести урон своей армии к минимуму.",,
每旬每个将领最多派出一次，请用最小代价，尽可能完成军事行动吧，右上角可查看后续敌人预测，帮你更合理规划出征策略。,每旬每个将领最多派出一次，请用最小代价，尽可能完成军事行动吧，右上角可查看后续敌人预测，帮你更合理规划出征策略。,"Каждый генерал может быть отправлен не более одного раза за декаду. Постарайтесь выполнить военные операции с минимальными затратами. В правом верхнем углу можно просмотреть прогноз появления врагов, что поможет вам более рационально планировать стратегию выступлений.",,
胜率:%d%%,胜率:%d%%,Процент побед: %d%%,,
完成所有待办事项,完成所有待办事项,Выполнить все задачи,,
待办事项,待办事项,Список дел,,
新旬已至，幕僚们将这旬的政务，都整理到我的待办事项里了。,新旬已至，幕僚们将这旬的政务，都整理到我的待办事项里了。,"Наступила новая декада, и мои советники уже подготовили все административные дела на этот период в моём списке дел.",,
还有事情没有忙完，我还不能那么早休息...,还有事情没有忙完，我还不能那么早休息...,"Еще есть дела, которые нужно закончить, я не могу отдыхать так рано...",,
大人本旬收入为{_coin}，招募的士兵为{_labor},大人本旬收入为{_coin}，招募的士兵为{_labor},"Ваше превосходительство, доход за этот период составляет {_coin}, нанятые солдаты — {_labor}",,
坚持十旬直到内应出现,坚持十旬直到内应出现,Продержаться десять декад до появления внутренней поддержки,,
主公，我即刻着手处理此事。定当尽快肃清内患，揪出奸邪！,主公，我即刻着手处理此事。定当尽快肃清内患，揪出奸邪！,"Господин, я немедленно займусь этим делом. Непременно как можно скорее искореню внутренние угрозы и выявлю злоумышленников!",,
当然，大人可自由颁布任何法令，但法令生效前，需下一旬前往议事厅，征询城中各派系大人物的意见。只有大多数同意，法令才能正式施行。,当然，大人可自由颁布任何法令，但法令生效前，需下一旬前往议事厅，征询城中各派系大人物的意见。只有大多数同意，法令才能正式施行。,"Конечно, господин может свободно издавать любые указы, но перед вступлением в силу необходимо в следующей декаде отправиться в зал совещаний, чтобы выслушать мнения важных персон различных фракций в городе. Указ может быть официально введён в действие только при согласии большинства.",,
请切换选项，安排下一旬将要审议的法令。,请切换选项，安排下一旬将要审议的法令。,"Пожалуйста, переключите опцию, чтобы назначить указы для рассмотрения в следующем периоде.",,
本旬已与该派系面谈完毕，请下一旬再来！,本旬已与该派系面谈完毕，请下一旬再来！,"В этом десятидневном периоде переговоры с этой фракцией уже завершены, пожалуйста, вернитесь в следующем десятидневном периоде!",,
士族派好感上升10，豪族派好感下降5，徐州百姓的民心上升5，每旬获取金额+30，每旬获得民力+10， 内奸暴露进度 +2。,士族派好感上升10，豪族派好感下降5，徐州百姓的民心上升5，每旬获取金额+30，每旬获得民力+10， 内奸暴露进度 +2。,"Благосклонность клана Ши увеличивается на 10, благосклонность клана Хао снижается на 5, поддержка народа Сюйчжоу увеличивается на 5, доход каждые 10 дней увеличивается на 30, рабочая сила каждые 10 дней увеличивается на 10, прогресс разоблачения шпиона +2.",,
丹阳派好感度提升10，徐州士族好感度下降20，徐州百姓的民心下跌20，每旬获取金额+30,丹阳派好感度提升10，徐州士族好感度下降20，徐州百姓的民心下跌20，每旬获取金额+30,"Репутация с фракцией Даньян повышается на 10, репутация с кланами Сюйчжоу снижается на 20, поддержка народа Сюйчжоу падает на 20, доход за декаду увеличивается на 30.",,
士族派好感上升5，豪族派好感上升5，每旬获取金额+10，每旬获得民力+5，获得益气丸x1,士族派好感上升5，豪族派好感上升5，每旬获取金额+10，每旬获得民力+5，获得益气丸x1,"Репутация среди аристократов повышена на 5, репутация среди богатых кланов повышена на 5, доход за декаду увеличен на 10, рабочая сила за декаду увеличена на 5, получена 1 Пилюля Ци",,
士族派好感下降5，豪族派好感下降5，丹阳派好感下降5，每旬获取金额-5，每旬获得民力-5，钱+300，民力+150,士族派好感下降5，豪族派好感下降5，丹阳派好感下降5，每旬获取金额-5，每旬获得民力-5，钱+300，民力+150,"Репутация среди клана Ши снижается на 5, репутация среди клана Хао снижается на 5, репутация среди Даньянской фракции снижается на 5, доход за декаду -5, рабочая сила за декаду -5, деньги +300, рабочая сила +150",,
张阎发狂刺杀陶氏未遂，已被押下。刘备下令内部调查，下一旬返回府邸，可获知调查情况。,张阎发狂刺杀陶氏未遂，已被押下。刘备下令内部调查，下一旬返回府邸，可获知调查情况。,"Чжан Янь в припадке безумия попытался убить Тао, но был схвачен. Лю Бэй приказал провести внутреннее расследование. В следующем десятидневном периоде, вернувшись в резиденцию, вы сможете узнать результаты расследования.",,
二位休惊，备必彻查此事，究其根由，定不使尔等无故受难。备将命令徐州内部调查此事，请稍待时日再来此厅，必当告知详情。,二位休惊，备必彻查此事，究其根由，定不使尔等无故受难。备将命令徐州内部调查此事，请稍待时日再来此厅，必当告知详情。,"Не тревожьтесь, господа. Я, Лю Бэй, обязательно расследую это дело до конца, выясню его причины и не позволю вам пострадать без вины. Я прикажу провести внутреннее расследование в Сюйчжоу. Пожалуйста, подождите несколько дней и вернитесь в этот зал — я непременно сообщу вам все подробности.",,
刘备收下药囊，决定拜访丹阳派领袖曹豹。下一旬前往校场，可获知曹豹对张阎事件的见解。若未前往，徐州派将封存此事，支线进度受限。,刘备收下药囊，决定拜访丹阳派领袖曹豹。下一旬前往校场，可获知曹豹对张阎事件的见解。若未前往，徐州派将封存此事，支线进度受限。,"Лю Бэй принял лекарственную сумку и решил навестить лидера даньянской фракции Цао Бао. В следующем десятидневном периоде, посетив учебный плац, можно будет узнать мнение Цао Бао о деле Чжан Яня. Если не отправиться туда, фракция Сюйчжоу засекретит это дело, и прогресс побочной линии будет ограничен.",,
我必须有{{GameManager.LAW_COST_POINT}}点政策点数才能立法,我必须有{{GameManager.LAW_COST_POINT}}点政策点数才能立法,"Мне нужно иметь {{GameManager.LAW_COST_POINT}} очка политики, чтобы принять закон",,
根据{{getFactionByIndex().getTr()}}的要求，你需要在7旬内在法律法规中通过[{{lawName}}]法案。通过后，你将提升{{getFactionByIndex().getTr()}}的好感度，并减少该派系的摇摆人数。,根据{{getFactionByIndex().getTr()}}的要求，你需要在7旬内在法律法规中通过[{{lawName}}]法案。通过后，你将提升{{getFactionByIndex().getTr()}}的好感度，并减少该派系的摇摆人数。,"В соответствии с требованиями {{getFactionByIndex().getTr()}}, вам необходимо в течение 7 ходов принять законопроект [{{lawName}}] в законодательном порядке. После принятия вы повысите благосклонность {{getFactionByIndex().getTr()}} и уменьшите количество колеблющихся членов этой фракции.",,
您已成功将政策‘{{lawName}}’纳入任务清单，以争取支持。请在七旬内完成法律的立项，并在议事厅获得通过。,您已成功将政策‘{{lawName}}’纳入任务清单，以争取支持。请在七旬内完成法律的立项，并在议事厅获得通过。,"Вы успешно включили политику «{{lawName}}» в список задач для получения поддержки. Пожалуйста, завершите законодательную инициативу в течение семи декад и получите её одобрение в Совете.",,
大哥也该回去休息了..还有政务等着你处理呢,大哥也该回去休息了..还有政务等着你处理呢,"Старший брат, тебе тоже пора отдохнуть... Ещё ждут государственные дела.",,
返回自宅，休息结束这一旬,返回自宅，休息结束这一旬,Вернуться домой и отдохнуть до конца декады,,
吾弟的粮草辎重该到了，且看军需如何,吾弟的粮草辎重该到了，且看军需如何,"Провиант и припасы моего брата должны прибыть, посмотрим, как обстоят дела с военными поставками.",,
估计出现什么状况...罢了，且待下一旬,估计出现什么状况...罢了，且待下一旬,"Похоже, что-то произошло... Ладно, подождём до следующей декады.",,
必须将三场军事行动进行完毕才能休息进入下一旬。,必须将三场军事行动进行完毕才能休息进入下一旬。,"Необходимо завершить три военные операции, прежде чем можно будет отдохнуть и перейти к следующему периоду.",,
残破军帐内，刘备与三位同乡老兵围坐在将熄的火堆旁，因为吕布的背叛，军粮短缺数月，军中出现哗变，大小吏士，此时他们四人也快饿死了..,残破军帐内，刘备与三位同乡老兵围坐在将熄的火堆旁，因为吕布的背叛，军粮短缺数月，军中出现哗变，大小吏士，此时他们四人也快饿死了..,"В полуразрушенной военной палатке Лю Бэй и три его земляка-ветерана сидели вокруг угасающего костра. Из-за предательства Люй Бу запасы продовольствия иссякли несколько месяцев назад, в армии начался бунт, а теперь и они сами были на грани голодной смерти...",,
清晨，军帐内寒气刺骨。刘备端坐案前，而无名守在帐门，一夜未眠，眼底布满红血丝，却依旧保持着警戒姿态。,清晨，军帐内寒气刺骨。刘备端坐案前，而无名守在帐门，一夜未眠，眼底布满红血丝，却依旧保持着警戒姿态。,"Утром в военной палатке пронизывающий холод. Лю Бэй сидит за столом, а Безымянный стоит на страже у входа в палатку, не спав всю ночь. Глаза его полны красных прожилок, но он сохраняет бдительную позу.",,
黄昏，残阳如血，染红了残破的军营。尸堆遍野，血腥味混杂着饥饿的腐臭，弥漫在空气中。刘备蜷缩在帐角，气息奄奄，已然快饿死。无名独坐尸堆旁，甲的头巾和丙的断指握在手中，另一手握着短匕，在甲骨灰坛上反复打磨，刀刃愈发雪亮，映出他冰冷决绝的脸。,黄昏，残阳如血，染红了残破的军营。尸堆遍野，血腥味混杂着饥饿的腐臭，弥漫在空气中。刘备蜷缩在帐角，气息奄奄，已然快饿死。无名独坐尸堆旁，甲的头巾和丙的断指握在手中，另一手握着短匕，在甲骨灰坛上反复打磨，刀刃愈发雪亮，映出他冰冷决绝的脸。,"Вечер, закат кроваво-красный, окрашивает разрушенный военный лагерь. Повсюду груды тел, запах крови смешивается с голодным зловонием разложения, витающим в воздухе. Лю Бэй сжался в углу палатки, едва дыша, уже почти умирая от голода. Безымянный сидит в одиночестве рядом с кучей трупов, держа в руках головной платок А и отрубленный палец Б, в другой руке — короткий кинжал, который он точит о серый горшок из черепашьего панциря. Лезвие становится всё ярче и острее, отражая его холодное и решительное лицо.",,
本旬训练已完成，请下一旬再来。,本旬训练已完成，请下一旬再来。,"Тренировка в этом периоде завершена, пожалуйста, вернитесь в следующем периоде.",,
