id,zh,ja,repair,reson
以粗黄麻缝制的小囊，开口处系着一根褪色的麻绳。囊中装有多种不知名的干草药，凑近一闻，草木清香沁人心脾，令人精神为之一振。这药囊虽说朴素，但那股若有若无的香气，却总能引来旁人的注目与好感。（珍品礼盒增幅+15）,以粗黄麻缝制的小囊，开口处系着一根褪色的麻绳。囊中装有多种不知名的干草药，凑近一闻，草木清香沁人心脾，令人精神为之一振。这药囊虽说朴素，但那股若有若无的香气，却总能引来旁人的注目与好感。（珍品礼盒增幅+15）,粗い黄麻で縫製された小さな袋。口元には色あせた麻紐が結ばれている。中には名も知れぬ様々な乾燥薬草が詰められており、近づいて嗅ぐと草木の清らかな香りが心身に染み渡り、気分を爽快にしてくれる。この薬袋は質素ながらも、ほのかに漂う香りが常に周囲の注目と好感を集める。（珍品ギフト 増幅+15）,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
一枚磨制光滑的骨签，约莫一指宽，两面皆刻有细密的古字。握在掌心时，骨签会微微发热，仿佛与血脉产生了某种共鸣。最奇的是，每当你面对食物时，它都会发出一种难以形容的暖意，似乎在悄悄唤醒你身体的渴望。（益气丸增幅+20）,一枚磨制光滑的骨签，约莫一指宽，两面皆刻有细密的古字。握在掌心时，骨签会微微发热，仿佛与血脉产生了某种共鸣。最奇的是，每当你面对食物时，它都会发出一种难以形容的暖意，似乎在悄悄唤醒你身体的渴望。（益气丸增幅+20）,磨き上げられた骨の札。幅は指一本分ほどで、両面に細かい古い文字が刻まれている。手のひらに握ると、骨札がほのかに温かくなり、まるで血脈と共鳴しているかのようだ。最も不思議なのは、食べ物を前にするたびに、何とも言えない温もりを発し、静かに体の渇望を呼び覚ますことだ。（益気丸増幅+20）,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
哑坡荒冢寸草不生，盗墓者掘开墓穴不见尸骨，只剩朱绳束起的古竹筒，筒身遍刻骸骨与人首纹路。携带者夜夜入梦身处沙场，洞穿敌军埋伏，却被无数亡魂纠缠，日渐形销骨立。老道直言此筒聚亡者戾气，妄窥兵机折损寿元，盗墓者想要归葬此物，哑坡早已尽数坍陷。,哑坡荒冢寸草不生，盗墓者掘开墓穴不见尸骨，只剩朱绳束起的古竹筒，筒身遍刻骸骨与人首纹路。携带者夜夜入梦身处沙场，洞穿敌军埋伏，却被无数亡魂纠缠，日渐形销骨立。老道直言此筒聚亡者戾气，妄窥兵机折损寿元，盗墓者想要归葬此物，哑坡早已尽数坍陷。,啞坡の荒れ果てた塚には草一本生えず、盗掘者が墓穴を掘り開けると屍骨は見当たらず、ただ朱い縄で束ねられた古い竹筒だけが残されていた。筒の表面には骸骨と人頭の模様がびっしりと刻まれている。持ち主は毎夜夢の中で戦場に立ち、敵軍の伏兵を見抜くが、無数の亡霊にまとわりつかれ、日ごとにやせ細っていく。老道士は言う、この筒は死者の怨念を集め、無理に兵機を覗けば寿命を縮めると。盗掘者はこれを元の場所に戻そうとしたが、啞坡はすでにすべて崩れ落ちていた。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
汉末流民困窘，一老者持黄麻药囊拜访大族。囊中药香引众人心生好感、族人看此物恍忆旧日他人恩情，于是慷慨开仓放粮。流民赖以活命，老者飘然隐去。凡见过药囊之人，往后再收珍宝，皆觉寡淡无味。,汉末流民困窘，一老者持黄麻药囊拜访大族。囊中药香引众人心生好感、族人看此物恍忆旧日他人恩情，于是慷慨开仓放粮。流民赖以活命，老者飘然隐去。凡见过药囊之人，往后再收珍宝，皆觉寡淡无味。,漢末、流民は困窮し、一人の老人が黄麻の薬袋を携えて大族を訪れた。袋中の薬香に人々は好感を抱き、一族の者はこれを見て昔日の他人の恩情を思い出し、惜しみなく倉を開いて穀物を施した。流民はこれにより命をつなぎ、老人は飄然と姿を消した。薬袋を見た者は皆、その後珍宝を収めても、すべて味気なく感じるようになった。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
采药人于荒山拾得骨签，自此食量陡增，邻人见其餐餐如饿鬼投胎，皆避而远之。采药人疑染怪疾，求医无果。偶将骨签入药同煎，药汤飘香，服后气血充盈、力足三日不饥，乡人闻之，纷纷持金欲购此签。,采药人于荒山拾得骨签，自此食量陡增，邻人见其餐餐如饿鬼投胎，皆避而远之。采药人疑染怪疾，求医无果。偶将骨签入药同煎，药汤飘香，服后气血充盈、力足三日不饥，乡人闻之，纷纷持金欲购此签。,薬草採りが荒山で骨の札を拾い、以来食欲が急増。隣人はその食事ぶりが餓鬼の生まれ変わりのようだと避けて通る。薬草採りは怪しい病に罹ったと疑い医者に診せるも治らず。ある時、骨の札を薬と共に煎じると、薬湯は香り立ち、服用後は気血が充実し、三日間も空腹を感じず力がみなぎった。村人たちはこれを聞きつけ、こぞって金を携えその札を買い求めようとした。,【无修改】,句式过长口型不匹配；原译评分6/10；日语玩家感受：能看懂大意，但会觉得术语不统一、不像同一款游戏。
一枚幽黑玉符，入手冰凉刺骨，细看符中似有云雾流转。此物源自城外玄阴山，乃是在世真人随身信物，符内凝着一缕未了的仙道执念。这份执念留存其身，日久便会化作一身霸道风骨。,一枚幽黑玉符，入手冰凉刺骨，细看符中似有云雾流转。此物源自城外玄阴山，乃是在世真人随身信物，符内凝着一缕未了的仙道执念。这份执念留存其身，日久便会化作一身霸道风骨。,一枚の漆黒の玉符は、手に取ると冷たく骨に刺さるようで、よく見ると符の中に雲霧が流れているようだ。この品は城外の玄陰山に由来し、在世の真人が身に付けていた信物であり、符内には未だ果たせぬ仙道の執念が凝縮されている。この執念が身に留まれば、やがて一身の覇道な風骨へと変わる。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
药囊焚毁，张阎一案草草了结。丹阳派因案情未彻查心生不满，支线任务结束，丹阳派支持度-5，获得2点政策点数。,药囊焚毁，张阎一案草草了结。丹阳派因案情未彻查心生不满，支线任务结束，丹阳派支持度-5，获得2点政策点数。,薬嚢は焼却され、張閻の一件は粗末に片付けられた。丹陽派は事件の徹底調査が行われなかったことに不満を抱き、サブクエスト終了、丹陽派の支持度-5、法令ポイント2を獲得。,薬嚢は焼却され、張閻の一件は粗末に片付けられた。丹陽派は事件の徹底調査が行われなかったことに不満を抱き、サブクエスト終了、丹陽派の支持度-5、法令ポイント2を獲得。,术语冲突；原译评分6/10；日语玩家感受：能看懂大意，但会觉得术语不统一、不像同一款游戏。
张阎被乱刀所杀，徐州派仅知其死，余下消息不得而知。陶氏兄弟化名隐居，永不得现于世间，支线任务结束，民心-20，获得1点政策点数。,张阎被乱刀所杀，徐州派仅知其死，余下消息不得而知。陶氏兄弟化名隐居，永不得现于世间，支线任务结束，民心-20，获得1点政策点数。,張閻は無残に斬り殺され、徐州派はその死を知るのみで、残りの消息は一切不明となった。陶氏兄弟は名を変え隠遁し、永遠に世に現れることはない。サブクエスト終了、民心-20、法令ポイント1獲得。,張閻は無残に斬り殺され、徐州派はその死を知るのみで、残りの消息は一切不明となった。陶氏兄弟は名を変え隠遁し、永遠に世に現れることはない。サブクエスト終了、民心-20、法令ポイント1獲得。,术语冲突；原译评分6/10；日语玩家感受：能看懂大意，但会觉得术语不统一、不像同一款游戏。
但百姓对刘备掩埋羊尸，粗暴平息谣言觉得不满，谣言传播更深，支线任务结束，民心-10，获得3点政策点。,但百姓对刘备掩埋羊尸，粗暴平息谣言觉得不满，谣言传播更深，支线任务结束，民心-10，获得3点政策点。,だが、民衆は劉備が羊の死骸を埋めて乱暴に噂を鎮めたことに不満を抱き、噂はさらに広がった。サブクエスト終了、民心-10、法令ポイントを3獲得。,だが、民衆は劉備が羊の死骸を埋めて乱暴に噂を鎮めたことに不満を抱き、噂はさらに広がった。サブクエスト終了、民心-10、法令ポイントを3獲得。,术语冲突；原译评分6/10；日语玩家感受：能看懂大意，但会觉得术语不统一、不像同一款游戏。
另外，内应散布即将加征赋税的谣言，商人群体与地方豪族纷纷怨声载道。,另外，内应散布即将加征赋税的谣言，商人群体与地方豪族纷纷怨声载道。,さらに、内応者がまもなく増税を実施するという噂を流しており、商人たちや地方の豪族たちは不満の声を上げている。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
{{tr(GameManager.sav.HAOZUPAI._name)}}对你的忠诚度下降{{GameManager.resideValue}}点。,{{tr(GameManager.sav.HAOZUPAI._name)}}对你的忠诚度下降{{GameManager.resideValue}}点。,{{tr(GameManager.sav.HAOZUPAI._name)}}のあなたへの忠誠度が{{GameManager.resideValue}}ポイント低下しました。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
{{tr(GameManager.sav.WAIDIPAI._name)}}对你的忠诚度下降{{GameManager.resideValue}}点。,{{tr(GameManager.sav.WAIDIPAI._name)}}对你的忠诚度下降{{GameManager.resideValue}}点。,{{tr(GameManager.sav.WAIDIPAI._name)}}の忠誠度が{{GameManager.resideValue}}ポイント低下しました。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
{{tr(GameManager.sav.BENTUPAI._name)}}对你的忠诚度下降{{GameManager.resideValue}}点。,{{tr(GameManager.sav.BENTUPAI._name)}}对你的忠诚度下降{{GameManager.resideValue}}点。,{{tr(GameManager.sav.BENTUPAI._name)}}の忠誠度が{{GameManager.resideValue}}ポイント低下した。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
徐州城内民心下降{{GameManager.resideValue – 5}}点,徐州城内民心下降{{GameManager.resideValue – 5}}点,徐州城内の民心が{{GameManager.resideValue – 5}}ポイント減少する,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
主公，穷兵黩武之策已使我们深陷危亡时刻，败绩连连，远超胜绩。百姓怨愤冲天，徐州恐将倾覆！,主公，穷兵黩武之策已使我们深陷危亡时刻，败绩连连，远超胜绩。百姓怨愤冲天，徐州恐将倾覆！,主公、武力に頼る政策は我々を危険な状況に追い込み、敗北が勝利を大きく上回っています。民衆の怒りは天に届き、徐州はまさに崩壊の危機に瀕しています！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
民心大减{{GameManager.resideValue}}，局势危殞！,民心大减{{GameManager.resideValue}}，局势危殞！,民心が大幅に減少{{GameManager.resideValue}}、情勢が危険に陥っている！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
注意，军事行动已进入警戒线，如果继续失利，恐将遭到严重反噬！,注意，军事行动已进入警戒线，如果继续失利，恐将遭到严重反噬！,注意、軍事行動が警戒線に達している。このまま敗北が続けば、深刻な反動に見舞われる恐れがある！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
民心-{{GameManager.resideValue}}，民众对连续败北不满！,民心-{{GameManager.resideValue}}，民众对连续败北不满！,民心-{{GameManager.resideValue}}、民衆は連敗に不満を抱いている！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
主公，近期我军屡战屡败，百姓怨愤渐生，民心动荡。若再失利，徐州恐将面临崩盘之祸！,主公，近期我军屡战屡败，百姓怨愤渐生，民心动荡。若再失利，徐州恐将面临崩盘之祸！,主公、近頃我が軍は連戦連敗で、民衆の不満が募り民心が揺れ動いております。これ以上敗れれば、徐州は崩壊の危機に直面する恐れがございます！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
民心-{{GameManager.resideValue}}，民众对败北有所不满！,民心-{{GameManager.resideValue}}，民众对败北有所不满！,民心-{{GameManager.resideValue}}、民衆は敗北に不満を抱いている！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
民心-{{GameManager.resideValue}}，民众对连续败北不满！,民心-{{GameManager.resideValue}}，民众对连续败北不满！,民心-{{GameManager.resideValue}}、民衆は連敗に不満を抱いている！,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
蕴含古代兵法智慧的锦囊，内藏多种战术与谋略。开启后提升军事行动胜率，基础概率增加40%,蕴含古代兵法智慧的锦囊，内藏多种战术与谋略。开启后提升军事行动胜率，基础概率增加40%,古代兵法の知恵が詰まった錦嚢。中には多種多様な戦術と策略が秘められている。開封すると軍事行動の勝率が上昇し、基礎確率が40%増加する。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
"你当前学识为【{{LearnToStr(GameManager.resideValue)}}】,是否与陈登论策？论策后，你的学识将提升至 【{{LearnToStr(GameManager.resideValue+1)}}】，大儒辩论时的点击效果将提升至 {{(GameManager.resideValue+1)*40+100}}%。","你当前学识为【{{LearnToStr(GameManager.resideValue)}}】,是否与陈登论策？论策后，你的学识将提升至 【{{LearnToStr(GameManager.resideValue+1)}}】，大儒辩论时的点击效果将提升至 {{(GameManager.resideValue+1)*40+100}}%。",現在の学識は【{{LearnToStr(GameManager.resideValue)}}】です。陳登と論策を行いますか？論策後、あなたの学識は【{{LearnToStr(GameManager.resideValue+1)}}】に向上し、大儒との弁論時のクリック効果が{{(GameManager.resideValue+1)*40+100}}%に上昇します。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
"你当前学识为【{{LearnToStr(3)}}】,是否与陈登论策？当前学识已满级！本次论策可使你当旬学识不回落。","你当前学识为【{{LearnToStr(3)}}】,是否与陈登论策？当前学识已满级！本次论策可使你当旬学识不回落。",現在の学識は【{{LearnToStr(3)}}】です。陳登と論策を行いますか？現在の学識は最大レベルに達しています！今回の論策により、今旬の学識が減少しなくなります。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
论策已毕，主公学识精进，当前学识提升至 【{{LearnToStr(GameManager.resideValue)}}】。大儒辩论中，主公辩才增益已更新为{{(GameManager.resideValue)*40}}%。,论策已毕，主公学识精进，当前学识提升至 【{{LearnToStr(GameManager.resideValue)}}】。大儒辩论中，主公辩才增益已更新为{{(GameManager.resideValue)*40}}%。,論策が終了しました。主公の学識が向上し、現在の学識は【{{LearnToStr(GameManager.resideValue)}}】に上昇しました。大儒の弁論において、主公の弁才の増加が{{(GameManager.resideValue)*40}}%に更新されました。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
选择将领出征（每名将领限出战一次），拖动滑块调配资源。投入越多，胜率越高；完成战术目标或触发克制关系，有概率降低部队伤亡。,选择将领出征（每名将领限出战一次），拖动滑块调配资源。投入越多，胜率越高；完成战术目标或触发克制关系，有概率降低部队伤亡。,武将を選んで出陣（各武将は一度のみ出陣可能）、スライダーをドラッグして資源を配分します。投入量が多いほど勝率が上がります。戦術目標を達成するか、相性関係を発動させると、部隊の損耗を抑えられる確率があります。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
战术目标：,战术目标：,戦術目標：,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
武将等级与专属武器，可降低战术目标物资损耗,武将等级与专属武器，可降低战术目标物资损耗,武将レベルと専用武器により、戦術目標の物資消耗を低減できる,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
【第二步：可选战术目标】每次军事行动中，都会发布专属风险行动。完成行动，虽然消耗可能变多，但伤亡转盘比例向“低损耗”倾斜，有概率减少不必要的损失。,【第二步：可选战术目标】每次军事行动中，都会发布专属风险行动。完成行动，虽然消耗可能变多，但伤亡转盘比例向“低损耗”倾斜，有概率减少不必要的损失。,【第二步：選択可能な戦術目標】各軍事行動において、専用のリスク行動が発令されます。行動を完了すると、消耗が増える可能性はあるものの、損耗ルーレットの比率が「低消耗」に傾き、不必要な損失を減らせる確率が生じます。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
上策鼓励商人经商，用商人的支持换取税率,上策鼓励商人经商，用商人的支持换取税率,上策は商人の商売を奨励し、商人の支持と引き換えに税率を得る。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
徐州城这份因前任陶使君避战火而得的繁华，实则是此前他行封闭徐州之策才换来的。既无对外输出商品的渠道，这般表面的商业繁荣，到头来反倒是加重了百姓的负担。,徐州城这份因前任陶使君避战火而得的繁华，实则是此前他行封闭徐州之策才换来的。既无对外输出商品的渠道，这般表面的商业繁荣，到头来反倒是加重了百姓的负担。,徐州城は、前任の陶使君が戦火を避けたことで得た繁栄だが、実は彼が徐州を封鎖する策を取ったからこそ得られたものだ。対外に商品を輸出する手段がないため、この表面的な商業の繁栄は、結局は民の負担を重くするだけだった。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
往后依靠这套法子，便能处置各类派系往来之事，不过当下尚无需求，待到日后局势复杂，自会有斡旋之法。,往后依靠这套法子，便能处置各类派系往来之事，不过当下尚无需求，待到日后局势复杂，自会有斡旋之法。,今後はこの方法で、様々な派閥間のやり取りを処理できるようになる。だが、今のところは必要ない。後日、情勢が複雑になれば、自然と調整の方法が生まれるだろう。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
本土派好感-10，丹阳派好感-10，民心-5。（前往府邸→政策面板→法令法规，可进行立法）,本土派好感-10，丹阳派好感-10，民心-5。（前往府邸→政策面板→法令法规，可进行立法）,本土派好感-10、丹陽派好感-10、民心-5。（府邸へ移動→政策パネル→法令法規で、立法が可能）,本土派好感-10、丹陽派好感-10、民心-5。（府邸へ移動→政策パネル→法令法規で、立法が可能）,术语冲突；原译评分6/10；日语玩家感受：能看懂大意，但会觉得术语不统一、不像同一款游戏。
士族派好感-10，豪族派好感-10，丹阳派好感-10，民心-5。（前往府邸→政策面板→法令法规，可进行立法）,士族派好感-10，豪族派好感-10，丹阳派好感-10，民心-5。（前往府邸→政策面板→法令法规，可进行立法）,士族派好感度-10、豪族派好感度-10、丹陽派好感度-10、民心-5。（府邸へ行く→政策パネル→法令法規で、立法が可能です）,士族派好感度-10、豪族派好感度-10、丹陽派好感度-10、民心-5。（府邸へ行く→政策パネル→法令法規で、立法が可能です）,术语冲突；原译评分6/10；日语玩家感受：能看懂大意，但会觉得术语不统一、不像同一款游戏。
士族派好感-5，豪族派好感-5，丹阳派好感-5。（前往府邸→政策面板→法令法规，可进行立法）,士族派好感-5，豪族派好感-5，丹阳派好感-5。（前往府邸→政策面板→法令法规，可进行立法）,士族派好感度-5、豪族派好感度-5、丹陽派好感度-5。（府邸へ移動→政策パネル→法令法規で立法が可能）,士族派好感度-5、豪族派好感度-5、丹陽派好感度-5。（府邸へ移動→政策パネル→法令法規で立法が可能）,术语冲突；原译评分6/10；日语玩家感受：能看懂大意，但会觉得术语不统一、不像同一款游戏。
本土派好感-5，丹阳派好感-5。（前往府邸→政策面板→法令法规，可进行立法）,本土派好感-5，丹阳派好感-5。（前往府邸→政策面板→法令法规，可进行立法）,本土派の好感度-5、丹陽派の好感度-5。（府邸へ→政策パネル→法令法規で、立法が可能）,本土派の好感度-5、丹陽派の好感度-5。（府邸へ→政策パネル→法令法規で、立法が可能）,术语冲突；原译评分6/10；日语玩家感受：能看懂大意，但会觉得术语不统一、不像同一款游戏。
尝试生鱼片,尝试生鱼片,生魚片を試す,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
解锁最高比武模式需穿戴该武将专属装备，通关此模式可永久提升体力上限。,解锁最高比武模式需穿戴该武将专属装备，通关此模式可永久提升体力上限。,最高比武モードを解放するには、該当武将の専用装備を装着する必要があります。このモードをクリアすると、体力上限が永続的に上昇します。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
放置 “獬豸圣像” 于案前，即可激活神兽洞悉之力。二周目面对分支抉择与支线事件时，圣像将指引主公明辨是非、选取正道，避免误入歧途；同时可提前查看后续法令效果，稳固徐州大局,放置 “獬豸圣像” 于案前，即可激活神兽洞悉之力。二周目面对分支抉择与支线事件时，圣像将指引主公明辨是非、选取正道，避免误入歧途；同时可提前查看后续法令效果，稳固徐州大局,「獬豸聖像」を机の前に置くと、神獣の洞察力が発動します。二周目で分岐選択やサブイベントに直面した際、聖像は主公に善悪を見極め正道を選ぶよう導き、誤った道に進むのを防ぎます。同時に、後続の法令効果を事前に確認でき、徐州の大局を安定させることができます。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
据我查探，确有叛乱之兆。臧霸等人本为徐州独立附庸，陶州牧去世后，他们似按捺不住，暗中投向袁术以求支持。,据我查探，确有叛乱之兆。臧霸等人本为徐州独立附庸，陶州牧去世后，他们似按捺不住，暗中投向袁术以求支持。,我が探査によれば、確かに叛乱の兆しあり。臧霸らは元来徐州の独立した附庸であったが、陶州牧の逝去後、彼らはじっとしていられず、密かに袁術に寝返り支援を求めたようだ。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
什么，陶使君，让我来当徐州之主？,什么，陶使君，让我来当徐州之主？,何と、陶使君が私に徐州の主になれと？,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
我怎么感觉你在忽悠我，骨肉至亲，陶使君怎么可能放弃自己儿子呢？况且他对我有恩..,我怎么感觉你在忽悠我，骨肉至亲，陶使君怎么可能放弃自己儿子呢？况且他对我有恩..,なんだか騙されてる気がするぞ。肉親の情として、陶使君が自分の息子を手放すわけがないだろう？それに、彼には恩があるんだ…,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
如今天下大乱，诸侯并起之时，如若将军有自己理想和抱负，绝不会放弃此等大任，作为子民，将军和陶州牧都是皇帝的官员，并无高低贵贱之分，首要还是考虑百姓的福祉,如今天下大乱，诸侯并起之时，如若将军有自己理想和抱负，绝不会放弃此等大任，作为子民，将军和陶州牧都是皇帝的官员，并无高低贵贱之分，首要还是考虑百姓的福祉,今や天下は大乱、諸侯が続々と立ち上がる時、もし将軍に自らの理想と抱負があるならば、この大任を決して放棄すべきではない。臣民として、将軍も陶州牧も皇帝の臣下であり、貴賤の差はない。まずは民の福祉を考えるべきである。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
况且，这个位置如果你不做，那么不该做这个位置的就做了..所谓丹阳的眼线还在盯着你呢？将军觉得不接受，就能在这里久居么？,况且，这个位置如果你不做，那么不该做这个位置的就做了..所谓丹阳的眼线还在盯着你呢？将军觉得不接受，就能在这里久居么？,それに、この地位をあなたが取らなければ、取るべきでない者が取ることになる…いわゆる丹陽の目付役がまだあなたを監視しているのだ。将軍は、受け入れなければここに長く居られると思っているのか？,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
刘将军，你来了，有给我们丹阳兄弟带什么好处没有 我们可是陶使君亲自派过来的,刘将军，你来了，有给我们丹阳兄弟带什么好处没有 我们可是陶使君亲自派过来的,劉将軍、いらっしゃいましたね。丹陽の兄弟たちに何か良いものを持ってきてくれましたか？我々は陶使君自らが派遣した者です。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
"确实，为难你们了,为兄后续会和你们一起亲自操刀训练，我们能留在这里，恰恰就是陶使君想让我们给他训练一支能打的部队","确实，为难你们了,为兄后续会和你们一起亲自操刀训练，我们能留在这里，恰恰就是陶使君想让我们给他训练一支能打的部队",確かに、君たちには苦労をかけたな。兄として、これからは一緒に自ら訓練を指導する。我々がここに留まれたのは、まさに陶使君が我々に精強な部隊を訓練してほしいと望んだからだ。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
陶州牧交付于你的任务，务必完成三场军事行动。,陶州牧交付于你的任务，务必完成三场军事行动。,陶州牧からあなたに任された任務、必ず三つの軍事行動を完了せよ。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
诸位，平定内乱之战已打响。臧霸为首的泰山诸将，长期为陶使君驻守徐州边境，战力强悍，且不知为何已提前获悉我军动向，斩首行动已告失败，诸位有何良策？,诸位，平定内乱之战已打响。臧霸为首的泰山诸将，长期为陶使君驻守徐州边境，战力强悍，且不知为何已提前获悉我军动向，斩首行动已告失败，诸位有何良策？,皆の者、内乱を平定する戦いが始まった。臧霸を頭とする泰山の諸将は、長らく陶使君のために徐州の国境を守り、戦力は強力であり、なぜか既に我が軍の動向を察知している。斬首作戦は失敗に終わった。皆の者、何か良策はあるか？,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
新玩家建议先进入序章，小沛篇将助您熟悉玩法、立足乱世；若您更喜欢自由探索，亦可直接进入正篇徐州，前路全凭自身判断。,新玩家建议先进入序章，小沛篇将助您熟悉玩法、立足乱世；若您更喜欢自由探索，亦可直接进入正篇徐州，前路全凭自身判断。,新規プレイヤーはまずプロローグに入ることをおすすめします。小沛編でゲームの玩法に慣れ、乱世に身を置く助けとなります。自由な探索を好む方は、直接本編の徐州に入ることも可能で、その後の道は全てご自身の判断に委ねられます。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
直接进入徐州，我自有谋断,直接进入徐州，我自有谋断,直接に徐州へ入る、我に策あり,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
与曹豹对战，展开仕诡牌游戏。他牌技平庸，但在诡秘乱局中却意外展现惊人牌技。\n对局试炼：对战曹豹，双方各持4张手牌，每回合手牌少于5张时抽1张，每回合最多使用4张牌。\n玩家手牌2张，敌人持6张手牌，每回合开始时手牌少于5张抽1张，每回合最多使用4张牌。,与曹豹对战，展开仕诡牌游戏。他牌技平庸，但在诡秘乱局中却意外展现惊人牌技。\n对局试炼：对战曹豹，双方各持4张手牌，每回合手牌少于5张时抽1张，每回合最多使用4张牌。\n玩家手牌2张，敌人持6张手牌，每回合开始时手牌少于5张抽1张，每回合最多使用4张牌。,曹豹と対戦し、仕詭牌ゲームを開始する。彼の牌技は平凡だが、詭秘な乱局の中で意外にも驚くべき牌技を披露する。\n対局試練：曹豹と対戦し、双方が各4枚の手札を持ち、毎ターン手札が5枚未満の時に1枚引き、毎ターン最大4枚の牌を使用できる。\nプレイヤーの手札は2枚、敵は6枚の手札を持ち、毎ターン開始時に手札が5枚未満の時に1枚引き、毎ターン最大4枚の牌を使用できる。,【无修改】,无明显问题；原译评分9/10；日语玩家感受：清晰自然，符合三国策略RPG语境。
