repair,reason
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"My lord, your martial skills have advanced so remarkably, I am truly delighted. This battle has given me much insight. This martial prowess of mine is meant to serve your grand ambitions.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"Hahaha! Big brother, your skills haven't faded one bit! Back in Zhuojun, you were the best fighter among us brothers! Now that you're the lord and don't fight often, but when it comes down to it, I still admire you the most!",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
(The scenery of this Drill Ground is quite nice. Why don't I take this opportunity to spar with my brothers here?),术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Let's play a game of Shi Gui cards.,术语缺失；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"General Cao, you must be weary from military affairs. Would you care for a game of Strategem Cards?",术语缺失；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"Haha! Your Lordship has a keen eye! Military affairs are nothing compared to the thrill of the Strategist's Cards! Come, let me teach you how to play!",术语缺失；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Come on! I'm a master at the game of intrigue, and winning this is even more thrilling than earning Coins! Hurry up!",术语缺失；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Excellent, my lord! The Art of Deception cards are the true strategy! Come, let me accompany you!",术语缺失；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
How about a round of Official Intrigue Cards?,术语缺失；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Haha, my lord, the black market merchant has taught me all his card-playing tricks. Since there are no more magical arts in this chaotic and mysterious situation, of course I'm going to play!",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Our general knows well that you are all struggling to survive in these troubled times, not truly bandits at heart. He offers Coins, silver, grain, and silk, hoping to help you return home to farm in peace and share in the coming tranquility.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"In these ruthless times, we had no choice but to turn to banditry to survive. Disrupting the grain routes was never our true intention. We are deeply grateful for Lord Liu Bei's kindness and mercy, and we wish to pledge our allegiance to General Liu, joining him in the pursuit of peace and stability for the land!",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Visit Cao Bao, Chen Deng, and Mi Zhu to unlock the ""First Trial"" mode of the Shi Gui Cards and experience the popular card duels in the city.",术语缺失；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"Challenge Cao Bao, Chen Deng, and Mi Zhu in the ""Duel Trial"" mode of the Official Intrigue Cards to win rare Intrigue Cards.",术语缺失；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"Activate the ""Strange Game"" mode of the Shi Gui Cards, battle the bewitched, and use the power of cards to break the eerie influence.",术语冲突/术语缺失；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"Return to the manor to summon Tao Shang and Tao Ying, probe their true intentions through tax rate matters, and decipher the omens from the dream.",术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Return to the manor to investigate the truth behind Zhang Yan's madness and his assassination of the Tao family.,术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Return to the manor tomorrow to investigate the truth behind Zhang Yan's frenzied assassination of the Tao family.,术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Carrying the medicine pouch, head to the Drill Ground to meet Cao Bao and delve into the hidden details of the Zhang Yan incident and the mystery of the poison.",术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"Following Cao Bao's advice, we ventured into the Yellow Emperor's ruins outside the city at night, uncovering a conspiracy where Great Clans colluded with craftsmen to steal treasures under the guise of repairs.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Take Chen Deng's secret letter to the mass graves outside the city, investigate the mystery of the missing corpse from Tao Qian's tomb, and quell the discussions among the literati clans.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Must be near the exclamation mark to use.,标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
Pay Popular Support to Replace Punishment:,术语缺失；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
You activated the Eerie Card,术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Strange Game,术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
Commoners,标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Cao Bao, I have come personally to the Drill Ground today regarding the matter of Zhang Yan's assassination of the Tao family. Zhang Yan went mad, holding a poison pouch and a blood-stained letter, shouting, 'Tao Qian slaughtered my blood relatives.' I have my doubts. You remain loyal to Lord Tao's original intentions—do you know the truth behind this?",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"My lord, Zhang Yan is a loyal and brave subordinate of our Danyang faction. How could he suddenly go mad without reason? I find this matter quite perplexing. The Xuzhou faction insists that he staged this himself, but where would Zhang Yan learn such deceitful tricks? The bag carries the scent of mugwort, which seems like a poison that confuses the mind. I suspect he was poisoned and lost his senses, not acting of his own will!",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"My lord, I cannot ascertain the source of the poison, as the clues are scarce and it is difficult to draw a conclusion. However, the Tao brothers narrowly escaped assassination, and the Xuzhou faction stood idly by. I fear there are those harboring ill intentions, seeking to eliminate the Tao family at all costs! We, the Danyang faction, are the old subordinates of Lord Tao, and our loyalty to protect our master remains unchanged. How can we allow Lord Tao's bloodline to face such a threat?",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"Tao Shang and Tao Ying are young and innocent. I once promised to return Xuzhou to them when they grew up. If I let them perish here, I would betray Lord Tao's trust and forsake righteousness.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"My lord, please consider this! If the Tao family remains in the main hall, they may become targets and their lives will be in danger. It would be best to entrust them to my protection. Our Danyang faction has its own methods. Even if you cannot openly hand them over to me, you should at least find a safe haven for the two sons elsewhere!",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"(Cao Bao's words hold some truth, yet his arrogance is extraordinary. In his speech, he relies on being an old subordinate of Lord Tao, showing considerable reliance on that status. If he simultaneously controls the Tao family lineage and the military power of the Danyang faction, it could become a major threat. Xuzhou is not yet stable; entrusting it to his control might lead to unforeseen troubles. The mystery of the poison pouch remains unsolved, and someone intends to harm the Tao family. Hiding in the secret chamber might be the best plan for now.)",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"Understood. Tao brothers, I will not hand him over to you for now. I will seek a place to settle. You investigate the cause of Zhang Yan's poisoning in secret. If there is any unusual movement, report to me immediately.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"Cao Bao receives the order! The Danyang faction is willing to assist our lord in protecting the Tao family's bloodline and uncovering the truth. Since our lord has made arrangements, we shall naturally comply.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"Cao Bao suspects someone is plotting against the Tao family and suggests providing protection. Liu Bei, considering the risks, hides Tao Shang and Tao Ying in a secret chamber, completing the mission. Await further event triggers.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"My lord, do not worry. Cao Cao's previous massacre in Xuzhou was merely an act of personal vengeance. Yuan Shao has always been known for his benevolence and generosity. Now is the perfect time to ease old grievances, leverage Yuan Shao's influence to restrain Cao Cao, and secure peace for Xuzhou. The local literati clans understand this well and will certainly not object.",术语冲突/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
"Alright, I can accept that explanation. But one last question, Chen Deng—will the literati clans of Xuzhou have any objections? After all, Cao Cao once massacred Xuzhou...",术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Visit the merchant to uncover the truth behind the Shi Gui cards.,术语缺失；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Return to the manor and investigate Zhang Yan's attack on the Tao clan.,术语冲突；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Shi Gui Card ""Strange Game"", Unravel the Power of the Bizarre",术语冲突/术语缺失；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Seek out the card masters in the city and experience the battle of Shi Gui Cards.,术语缺失；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
Save data loaded successfully.,标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
The demo process has ended. Do you want to exit the game?,标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
Confirm Exit,标点格式；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Click the ""Brush and Book"" icon next to the item bar on the right to enter the Archive Office and record your conquests. Tap the avatar at the top to open the options menu. Choose settings and exit options carefully—do not disrupt your grand plans!",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
Select a general to lead the expedition. You can freely adjust the number of soldiers and the amount of funds. Note that completing the actions and rock-paper-scissors on the right can reduce casualties and increase success rate!,句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"The outsiders are mostly from Danyang, who came with Lord Tao Qian when he took office. Initially, the local factions did not think highly of them, but after years of operation, they have taken root and established themselves. Today, they have become a formidable force in Xuzhou that cannot be underestimated.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Previously, Xuzhou was in chaos with a shortage of grain and the people suffering greatly. It was said that there were internal collaborators plundering supplies and provisions. Is it true that this had nothing to do with your general? Where was General Chang when the people of Xuzhou were enduring the hardships of famine?",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Lord Liu! Zang Ba has withheld our army's provisions, and our troops are starving, too weak to continue fighting! If you would agree to a temporary ceasefire, we are willing to surrender immediately!",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"This... this is all Zang Ba's treacherous scheme! He secretly harbors Yuan Shu's envoy in the city, harboring sinister ambitions. I implore you, my lord, to investigate thoroughly! My general has always remained loyal to you in his heart!",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"My lord, although Zang Ba's vanguard is approaching, he only brought three days' worth of rations. In my humble opinion, he intends to use your hand to eliminate Chang Xi, the dissenter.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"Excellent. Fengxian has long been renowned for his might and holds the title of Marquis of Wen. He shall take charge of the northern defenses of Xuzhou. Attendants, bring forth the tally! From this day forth, all border troops and generals of Mount Tai shall be under the command of the Marquis of Wen.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"To my worthy younger brother Liu Bei:
Our reunion after long separation stirs countless emotions.
In years past, you stood with Tao Qian against my forces, while I was trapped in crisis by Lü Bu's treachery in Yanzhou. At first, I suspected this was your cunning stratagem—using Tao Qian and Lü Bu to weaken me. Yet you have always been upright and honorable; such schemes are not your way. Fortunately, I have resolved the crisis. The past is past, and I hold no grudge.
I still recall our first meeting in Luoyang, where we spoke as heroes of our shared ambitions. That memory remains dear to me. I have never forgotten the kindness you showed in helping me recruit soldiers.
I hear you are busy suppressing the Yellow Turban rebels. Though you have made progress, remnants remain. I am willing to send a detachment of elite infantry to help you wipe them out completely and keep your supply routes secure. Yuan Shao is powerful, and we have an old friendship; I am certain he will receive your goodwill. May fortune favor you. If you have need, speak at any time.
In any case, may you fare well. I look forward to joining hands once more to build a great enterprise together.
Cao Cao
With sincere respect",标点格式/句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"Welcome, General, to the beginning of your journey! On the battlefield of the Three Kingdoms, the outcome of any military campaign hinges on resource management and strategic maneuvering. Follow the guidance to master the core gameplay:",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"【Step 1: Select Generals and Deploy】First, choose a general you favor, then drag the slider to allocate Coins and population resources to them — the more you invest, the higher the win rate on the roulette wheel, and the greater your chance of victory!",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
"[Step 3: Make Good Use of Counter Relationships] There is a unique counter system between generals and enemies, similar to ""rock-paper-scissors""! Triggering the counter effect can further reduce casualties and minimize our losses.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
Each general can be dispatched at most once every 10 days. Use minimal resources to complete military operations as much as possible. You can check the enemy predictions in the upper right corner to help plan your expedition strategies more reasonably.,句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Of course, my lord, you are free to issue any decree. However, before it takes effect, you must visit the council hall in the next ten-day period to consult with the influential figures of the various factions in the city. The decree can only be formally implemented with the majority's approval.",句式过长口型不匹配；原译评分7/10；英文玩家感受：能理解，但台词偏机器腔，朗读不够顺。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
【无修改】,无明显问题；原译评分9/10；英文玩家感受：清楚自然，符合三国策略RPG语境。
"Nobility faction Favor increases by 10, local magnate faction Favor decreases by 5, Xuzhou populace support increases by 5, income every 10 days +30, Labor every 10 days +10, spy exposure progress +2.",术语冲突/术语缺失/句式过长口型不匹配；原译评分6/10；英文玩家感受：能看懂大意，但会感觉术语混乱、不够像同一款游戏。
